Timestamp,X_a,Y_a,Z_a,X_g,Y_g,Z_g,Activity
0.02,2.265932,9.511977,0.9469198999999999,-0.027626079999999997,-0.026608140000000002,-0.0348457,0.0
0.025,2.100551,9.529173,1.008621,-0.02627835,-0.02364089,-0.02883505,0.0
0.05,2.241413,9.519529,0.9592937,-0.02560664,-0.006381442,-0.01749255,0.0
0.075,2.371111,9.513148,0.9674075,-0.01955815,-0.003671208,-0.01222222,0.0
0.1,2.357445,9.51,0.97,-0.02161897,-0.02041246,-0.009190515,0.0
0.12,2.2419219999999997,9.503733,1.0044665,-0.01768969,-0.017256544999999998,-0.003440719,0.0
0.125,2.126399,9.497466,1.038933,-0.01376041,-0.01410063,0.002309077,0.0
0.15,2.280503,9.508375,1.016499,-0.005486955,0.01930049,0.01183817,0.0
0.175,2.514223,9.482889,0.9528887,-0.002321599,0.01533884,0.00575431,0.0
0.2,2.470626,9.472947,0.9670534,0.001276858,-0.006949041,-0.006252298,0.0
0.22,2.3871625,9.480103499999998,0.94626645,0.000797086,-0.0112523005,-0.0071340305,0.0
0.225,2.303699,9.48726,0.9254795,0.000317314,-0.01555556,-0.008015763,0.0
0.25,2.31707,9.5,0.9290234,-0.003491336,-0.002540773,-0.004762996,0.0
0.275,2.342026,9.497974,0.88,-0.003424847,0.003424847,-0.005647069,0.0
0.3,2.298752,9.513127,0.9168725,-0.01082341,-0.01293056,-0.006551588,0.0
0.32,2.3006535,9.5020955,0.93003155,-0.01096726,-0.007230380000000001,-0.0025672185,0.0
0.325,2.302555,9.491064,0.9431906,-0.01111111,-0.0015302,0.001417151,0.0
0.35,2.448395,9.518997,0.9789968,-0.01355687,0.005775813,-0.000223532,0.0
0.375,2.424998,9.49,0.9975057,-0.01117714,-0.0110891,-0.007711746,0.0
0.4,2.335122,9.471626,1.029065,-0.00349717,-0.01333333,-0.008823354,0.0
0.42,2.352119,9.495758,1.034422,-0.002580504,-0.005204441499999999,-0.007537738,0.0
0.425,2.369116,9.51989,1.039779,-0.001663838,0.002924447,-0.006252122,0.0
0.45,2.38,9.477131,0.9818853,0.004378682,0.001150569,-0.005568708,0.0
0.475,2.232564,9.499145,0.9897151,0.003459056,-0.01654094,-0.002222222,0.0
0.5,2.161392,9.507595,0.9748109,0.005555556,-0.001457625,0.008600127,0.0
0.52,2.213778,9.5074735,0.94137815,0.0072839954999999994,0.0047958575,0.011954293500000001,0.0
0.525,2.266164,9.507352,0.9079454,0.009012435,0.01104934,0.01530846,0.0
0.55,2.437873,9.501064,0.9284046,0.002842881,0.01627605,0.01764757,0.0
0.575,2.41103,9.487243,0.9662127,-0.005337442,0.0004362267,0.01125652,0.0
0.6,2.338188,9.5,0.9781884,-0.001181395,-0.007777778,0.01208165,0.0
0.62,2.36805,9.495261,0.9735722,0.00031805700000000006,-0.0015415820000000005,0.012151934999999999,0.0
0.625,2.397912,9.490522,0.968956,0.001817509,0.004694614,0.01222222,0.0
0.65,2.467863,9.5,0.9783976,0.000659153,0.009654675,0.007570583,0.0
0.675,2.391831,9.49,0.9305493,-0.001111111,-0.01294605,-0.0003138353,0.0
0.7,2.236632,9.508316,0.9841581,-0.002158622,-0.0103498,0.002031421,0.0
0.72,2.308778,9.493123,0.9807574,-0.0005592424999999999,0.0006878000000000006,0.0032379324999999995,0.0
0.725,2.380924,9.47793,0.9773567,0.001040137,0.0117254,0.004444444,0.0
0.75,2.449469,9.489469,0.95,-0.001273786,0.004119095,0.004034027,0.0
0.775,2.374834,9.48,0.9827486,0.002177367,-0.0055107,4.485544e-05,0.0
0.8,2.336298,9.508895,0.9748063,0.0002821299,-0.004613722,-0.00210937,0.0
0.82,2.3533220000000004,9.4944475,0.95223,0.00051130485,-0.0004552699999999998,-0.00012888949999999982,0.0
0.825,2.370346,9.48,0.9296537,0.0007404798,0.003703182,0.001851591,0.0
0.85,2.370342,9.49,0.910685,0.001718015,0.00343603,0.001615318,0.0
0.875,2.35675,9.5,0.9947,-0.006396374,-0.00115616,0.003288285,0.0
0.9,2.416601,9.484466,0.9689325,-0.002359657,0.00430701,0.002497092,0.0
0.92,2.4139049999999997,9.482636,0.95946625,-0.0032638,-0.0011806795000000002,-0.0005572225000000002,0.0
