Timestamp,X_a,Y_a,Z_a,X_g,Y_g,Z_g,Activity
0.02,-1.2814969999999999,9.004431499999999,3.462047,0.03364453,-0.083134125,-0.025653074999999997,0.0
0.025,-1.427814,9.061093,3.538193,0.02965461,-0.07829586,-0.02819811,0.0
0.05,-1.70941,8.881474,3.520295,0.009400089,-0.01054606,-0.03197508,0.0
0.075,-0.8206183,9.137383,3.377231,-0.006666667,0.05107584,-0.004444444,0.0
0.1,-0.7607092,9.141181,3.463071,0.0001548805,-0.0005011936,-0.01321501,0.0
0.12,-1.1350151,9.0534855,3.4773625,0.00094013275,-0.022341836800000004,-0.02343226,0.0
0.125,-1.509321,8.96579,3.491654,0.001725385,-0.04418248,-0.03364951,0.0
0.15,-1.578237,8.999975,3.454534,-0.009398616,0.01426113,-0.01174305,0.0
0.175,-1.161391,9.131855,3.450927,-0.01003235,0.04222222,-0.00509817,0.0
0.2,-1.067902,9.104518,3.414839,-0.01245215,0.03226074,-0.006321779,0.0
0.22,-1.1165675,9.0913055,3.4409895,-0.01490255,0.0178215525,-0.0127646445,0.0
0.225,-1.165233,9.078093,3.46714,-0.01735295,0.003382365,-0.01920751,0.0
0.25,-1.339662,9.149594,3.529729,-0.01818231,0.001213585,-0.01939321,0.0
0.275,-1.141243,9.099275,3.490104,-0.01632362,0.02906041,-0.005040981,0.0
0.3,-1.073127,9.141564,3.473745,-0.007952789,0.02459029,-0.002222222,0.0
0.32,-1.1081824999999998,9.136591500000002,3.4610630000000002,-0.0084469055,0.016726556,-0.0010980776999999998,0.0
0.325,-1.143238,9.131619,3.448381,-0.008941022,0.008862822,2.60666e-05,0.0
0.35,-1.130008,9.149997,3.489987,-0.008508032,0.007968206,-0.001872825,0.0
0.375,-1.227723,9.058862,3.487723,-0.008541334,0.007430223,-0.007239334,0.0
0.4,-1.092818,9.115746,3.435746,-0.01741553,0.01838174,-0.001690705,0.0
0.42,-1.11891,9.101205499999999,3.4678705,-0.012602203499999999,0.0108963825,-0.0025009205,0.0
0.425,-1.145002,9.086665,3.499995,-0.007788877,0.003411025,-0.003311136,0.0
0.45,-1.180734,9.130367,3.490918,-0.007274132,0.001614757,-0.00373831,0.0
0.475,-1.25,9.021427,3.486433,-0.003333333,0.00446048,-0.0019244,0.0
0.5,-1.216111,9.13463,3.49463,-0.007578458,0.01308418,0.005406066,0.0
0.52,-1.145726,9.1043035,3.4811505,-0.0054460225,0.012103570000000001,0.0043696995,0.0
0.525,-1.075341,9.073977,3.467671,-0.003313587,0.01112296,0.003333333,0.0
0.55,-1.118802,9.1298,3.518802,0.003504666,-0.008291775,-0.003847331,0.0
0.575,-1.202411,9.103616,3.501808,-0.0005879165,-0.005293958,-0.0005231946,0.0
0.6,-1.276592,9.098072,3.544888,0.002146635,-0.001337874,-0.001186699,0.0
0.62,-1.226335,9.1139385,3.494405,-0.0021973420000000006,0.008725368,0.0021969629999999997,0.0
0.625,-1.176078,9.129805,3.443922,-0.006541319,0.01878861,0.005580625,0.0
0.65,-1.112635,9.141581,3.535784,-0.002570927,0.005936759,0.0009205096,0.0
0.675,-1.14,9.063433,3.507711,-0.001111111,0.01111111,-0.001412736,0.0
0.7,-1.098207,9.088207,3.504622,-7.543557e-05,0.01421814,-0.001186547,0.0
0.72,-1.1071865,9.0971865,3.4643664999999997,-0.0011055052849999998,0.0092446445,-0.0017910325,0.0
0.725,-1.116166,9.106166,3.424111,-0.002135575,0.004271149,-0.002395518,0.0
0.75,-1.118339,9.149336,3.499336,-0.002222222,0.007777778,-0.008202883,0.0
0.775,-1.107775,9.158331,3.451669,-0.002046703,-0.01070208,-0.01146215,0.0
0.8,-1.258723,9.070851,3.530426,0.0,-0.006844867,-0.01485587,0.0
0.82,-1.2261705,9.157021,3.4721265,0.0016807975,-0.0077656585,-0.009426522,0.0
0.825,-1.193618,9.243191,3.413827,0.003361595,-0.00868645,-0.003997174,0.0
0.85,-1.071293,8.958707,3.541293,0.03630619,-0.02788869,0.0002218317,0.0
0.875,-1.198236,9.178255,3.465291,0.03555609,-0.07222231,-0.006667116,0.0
0.9,-1.294067,8.973236,3.461618,0.03145883,-0.06607713,-0.007543465,0.0
0.92,-1.349992,9.0186595,3.502003,0.025811275,-0.043527905,-0.0056996235,0.0
0.925,-1.405917,9.064083,3.542388,0.02016372,-0.02097868,-0.003855782,0.0
