Timestamp,X_a,Y_a,Z_a,X_g,Y_g,Z_g,Activity
0.02,1.1487805,8.924253,3.8151905,0.001127446175,-0.005131065,-0.0030879785,0.0
0.025,1.124535,8.91907,3.844535,-9.976865e-05,-0.004706574,-0.005131065,0.0
0.05,1.151461,8.94,3.772359,-0.003583688,-0.002042199,-0.005555556,0.0
0.075,1.094937,8.897532,3.808702,0.001247058,-0.008337255,-0.007362092,0.0
0.1,1.051347,8.92,3.84,0.001111111,-0.009101699,-0.004145011,0.0
0.12,1.0384495,8.932776,3.837776,-0.0009269670000000001,-0.00307145,-0.0005899829999999997,0.0
0.125,1.025552,8.945552,3.835552,-0.002965045,0.002958799,0.002965045,0.0
0.15,1.074414,8.913117,3.777207,-0.001577063,0.0141577,0.008422937,0.0
0.175,1.166108,8.936108,3.84,0.0,-0.003181818,0.006259019,0.0
0.2,1.074867,8.927434,3.798849,0.001111111,-0.007668039,0.003638546,0.0
0.22,1.113668,8.931470000000001,3.8071775,0.00076692165,-0.0007663324999999995,0.004597051,0.0
0.225,1.152469,8.935506,3.815506,0.0004227323,0.006135374,0.005555556,0.0
0.25,1.223857,8.923857,3.807713,0.003765858,0.006174543,0.002408685,0.0
0.275,1.180697,8.902279,3.824557,-0.002222222,-0.008664864,-0.002517918,0.0
0.3,1.14,8.928877,3.783708,0.001111111,-0.004795994,-0.005566848,0.0
0.32,1.1277409999999999,8.9339565,3.799113,-0.00021191799999999996,-0.0067107215,-0.0073595885,0.0
0.325,1.115482,8.939036,3.814518,-0.001534947,-0.008625449,-0.009152329,0.0
0.35,1.058374,8.92,3.793875,-0.005125594,-0.01204345,-0.00752659,0.0
0.375,1.063904,8.912191,3.827809,-0.002222222,-0.002222222,-0.002623694,0.0
0.4,1.05,8.948463,3.813846,0.0003560548,8.589345e-06,0.0011197,0.0
0.42,1.0845135,8.9382585,3.8196665,0.0010499544,0.0014317771725,0.0025833875,0.0
0.425,1.119027,8.928054,3.825487,0.001743854,0.002854965,0.004047075,0.0
0.45,1.14,8.901831,3.81,0.0008914769,0.0004478952,0.005999137,0.0
0.475,1.12,8.937193,3.83,0.001540373,-0.00131309,0.002449505,0.0
0.5,1.132681,8.927319,3.78634,0.0,0.002599419,0.004811402,0.0
0.52,1.1586530000000002,8.920971999999999,3.7947325000000003,0.0008213255,0.0025557135,0.00290081815,0.0
0.525,1.184625,8.914625,3.803125,0.001642651,0.002512008,0.0009902343,0.0
0.55,1.157734,8.93,3.794089,0.001551574,-0.004694535,-0.002222222,0.0
0.575,1.034069,8.945931,3.845931,-0.000618387,-0.003333333,0.001821263,0.0
0.6,1.085007,8.922504,3.815007,-0.002228993,0.005181423,0.002222222,0.0
0.62,1.1196935,8.929062,3.8231235000000003,0.0005654035000000001,0.007185052000000001,0.0036992924999999996,0.0
0.625,1.15438,8.93562,3.83124,0.0033598,0.009188681,0.005176363,0.0
0.65,1.148601,8.92,3.798601,0.00286893,0.001990021,0.003565535,0.0
0.675,1.114703,8.917648,3.8,-0.002078653,-0.002078653,0.002640449,0.0
0.7,1.086104,8.926104,3.79,0.00121928,-0.002881043,0.004886928,0.0
0.72,1.1280519999999998,8.933191,3.7924305,0.0008945845500000001,0.0006463950000000001,0.0048009915,0.0
0.725,1.17,8.940278,3.794861,0.0005698891,0.004173833,0.004715055,0.0
0.75,1.17,8.91826,3.79174,0.003055523,-0.001666732,0.0008333005,0.0
0.775,1.111085,8.92739,3.825221,-0.00146909,-0.003654138,0.001111111,0.0
0.8,1.086476,8.933238,3.782953,-0.001111111,-0.00317112,0.002384436,0.0
0.82,1.1107885,8.914731499999998,3.7827015,0.0011766959999999999,0.002020405,0.0020962825000000003,0.0
0.825,1.135101,8.896225,3.78245,0.003464503,0.00721193,0.001808129,0.0
0.85,1.192605,8.932605,3.79,-0.001405385,0.0007508513,-0.0008168369,0.0
0.875,1.145603,8.946809,3.77,-0.003362114,-0.00894645,-0.004444444,0.0
0.9,1.125192,8.92,3.777213,-0.002783505,-0.005578463,-0.006105384,0.0
0.92,1.0944695,8.928746499999999,3.8067330000000004,-0.0036139744999999996,-0.0032004585499999997,-0.0055418125,0.0
