Timestamp,X_a,Y_a,Z_a,X_g,Y_g,Z_g,Activity
0.02,0.6103576,9.408934,2.549301,-0.0003774519999999999,-4.587649999999999e-05,-0.0105096775,0.0
0.025,0.6407152,9.387143,2.536428,0.0020843,0.003055942,-0.006389275,0.0
0.05,0.6270772,9.404154,2.554614,-0.006391841,9.993664e-05,-0.008863905,0.0
0.075,0.5613579,9.41963,2.553457,-0.004444444,-0.009106051,-0.01333333,0.0
0.1,0.53,9.428039,2.57,-0.006256687,-0.007718363,-0.007017232,0.0
0.12,0.5499198000000001,9.4110035,2.558016,-0.0032407115500000003,-0.0027512125,-0.0054000185,0.0
0.125,0.5698396,9.393968,2.546032,-0.0002247361,0.002215938,-0.003782805,0.0
0.15,0.6134779,9.373478,2.573044,-0.00094745,0.006421175,-0.0001636612,0.0
0.175,0.6173395,9.385963,2.54,0.0003674703,0.001261579,-0.003926506,0.0
0.2,0.596196,9.426196,2.56,-0.004115599,-0.002613355,-0.003004487,0.0
0.22,0.57565165,9.405759,2.545,-0.00308713,-0.0020906665,-0.0009466880000000002,0.0
0.225,0.5551073,9.385322,2.53,-0.002058661,-0.001567978,0.001111111,0.0
0.25,0.6071274,9.416436,2.526436,-0.001048414,0.007819576,0.004486243,0.0
0.275,0.6578535,9.397853,2.52644,0.001225574,0.007393917,0.005784481,0.0
0.3,0.6519468,9.409027,2.539027,-0.002693749,0.001035244,0.001826563,0.0
0.32,0.6209734,9.40514,2.5467005,-0.0037184055,-0.003628205,-0.00027248400000000014,0.0
0.325,0.59,9.401253,2.554374,-0.004743062,-0.008291654,-0.002371531,0.0
0.35,0.6061904,9.399286,2.553095,-0.0109438,0.004109813,-0.006897607,0.0
0.375,0.707023,9.386489,2.463511,-0.01197126,0.01058065,-0.0111613,0.0
0.4,0.7005739,9.407705,2.53,-0.002559661,0.003769568,-0.01188478,0.0
0.42,0.7006692,9.392308,2.5599999999999996,-0.0031002679999999998,-0.0009048989999999998,-0.01622612,0.0
0.425,0.7007645,9.376911,2.59,-0.003640875,-0.005579366,-0.02056746,0.0
0.45,0.6591488,9.465957,2.552979,-0.01302376,-0.01623327,-0.02746821,0.0
0.475,0.4280122,9.373976,2.57998,-0.008324686,-0.02747838,-0.02721358,0.0
0.5,0.4055427,9.392217,2.622217,-0.00722734,-0.0112436,-0.02013249,0.0
0.52,0.45843185,9.400448,2.5885610000000003,-0.0066444655,-0.0061773554999999996,-0.01557228,0.0
0.525,0.511321,9.408679,2.554905,-0.006061591,-0.001111111,-0.01101207,0.0
0.55,0.5805129,9.397522,2.590513,-0.00530379,0.002054379,-0.01102719,0.0
0.575,0.5865249,9.39539,2.617305,-0.005028752,-0.004444444,-0.01169542,0.0
0.6,0.6124702,9.416295,2.56247,-0.006172877,0.0009258978,-0.009567892,0.0
0.62,0.6006437,9.393739,2.561235,-0.0044707575,-0.0014860655999999997,-0.0096048545,0.0
0.625,0.5888172,9.371183,2.56,-0.002768638,-0.003898029,-0.009641817,0.0
0.65,0.5021336,9.387532,2.583933,-0.001073111,-0.007739777,-0.01329533,0.0
0.675,0.5552189,9.437391,2.525219,-0.004004528,0.0001541858,-0.009482991,0.0
0.7,0.5417217,9.394087,2.564087,-0.004444444,-0.00285806,-0.009126526,0.0
0.72,0.460184,9.416235499999999,2.5492049999999997,-0.004444444,-0.010425944999999999,-0.00483222215,0.0
0.725,0.3786463,9.438384,2.534323,-0.004444444,-0.01799383,-0.0005379183,0.0
0.75,0.4240534,9.416213,2.533787,-0.004444444,0.002418861,0.005703035,0.0
0.775,0.57,9.406934,2.586934,-0.005510641,0.01395626,0.01222222,0.0
0.8,0.5488644,9.4,2.591136,-0.009099775,0.01045956,0.01065155,0.0
0.82,0.5256273,9.411195,2.574373,-0.008033499,0.0089683905,0.014855219999999999,0.0
0.825,0.5023902,9.42239,2.55761,-0.006967223,0.007477221,0.01905889,0.0
0.85,0.5400721,9.382482,2.533759,0.001091599,0.01670569,0.01889539,0.0
0.875,0.6855089,9.375509,2.56,-0.008792941,0.02608712,0.0161351,0.0
0.9,0.7057937,9.43,2.61,-0.008706927,0.01739451,0.01193961,0.0
0.92,0.6506168999999999,9.402280000000001,2.59816,-0.00425758135,0.011015359499999999,0.010126603,0.0
0.925,0.5954401,9.37456,2.58632,0.0001917643,0.004636209,0.008313596,0.0
0.95,0.5859891,9.41,2.577967,-0.0001390526,0.01111111,0.00868031,0.0
0.975,0.6041249,9.377062,2.565875,-0.002210992,0.01335579,0.003905734,0.0
1.0,0.5727875,9.41,2.588558,-0.001893397,0.01111111,0.001111111,0.0
1.02,0.54260815,9.3945,2.5742789999999998,-0.0020954515,0.0096170815,0.0028640964999999997,0.0
1.025,0.5124288,9.379,2.56,-0.002297506,0.008123053,0.004617082,0.0
1.05,0.457333,9.423111,2.57,-0.002222222,0.007005774,0.00895671,0.0
1.075,0.4120671,9.405978,2.605922,0.0008311237,0.02334217,0.01648295,0.0
1.1,0.5051629,9.42086,2.54,-0.0003105376,0.03395441,0.02411775,0.0
1.12,0.57501315,9.4178615,2.52,-6.356454999999997e-05,0.031648245,0.027522724999999998,0.0
1.125,0.6448634,9.414863,2.5,0.0001834085,0.02934208,0.0309277,0.0
1.15,0.5929843,9.362762,2.568508,-0.003065904,0.01399873,0.03093282,0.0
1.175,0.53,9.4205,2.5741,-0.0009596097,0.01679799,0.02958586,0.0
1.2,0.5539996,9.432,2.567,-0.002056218,0.02862919,0.03042571,0.0
1.22,0.62578235,9.4122175,2.5303915000000003,-0.0012519108499999998,0.03298758,0.03276683,0.0
1.225,0.6975651,9.392435,2.493783,-0.0004476037,0.03734597,0.03510795,0.0
1.25,0.72,9.38986,2.53042,-0.00462368,0.02498215,0.03304663,0.0
1.275,0.6592625,9.390738,2.587158,-0.006299777,0.0009276664,0.02333333,0.0
1.3,0.567882,9.433177,2.585764,-0.005481529,-0.0002961056,0.02111111,0.0
1.32,0.5894182,9.420738,2.577882,-0.0039513175,0.008693992199999999,0.02585963,0.0
1.325,0.6109544,9.408299,2.57,-0.002421106,0.01768409,0.03060815,0.0
1.35,0.7766461,9.388882,2.601118,0.001292854,0.02990913,0.03408096,0.0
1.375,0.8970721,9.36,2.565691,0.004732875,0.01696118,0.02028843,0.0
1.4,0.9129987,9.37,2.582751,-0.002501381,-0.01083747,0.007219461,0.0
1.42,0.7895336,9.3872135,2.5949825,-0.0031725349999999998,-0.023782199999999996,-2.398049999999957e-05,0.0
1.425,0.6660685,9.404427,2.607214,-0.003843689,-0.03672693,-0.007267422,0.0
1.45,0.59,9.378797,2.583608,0.003536473,-0.02244198,-0.005414589,0.0
1.475,0.742336,9.435584,2.527664,0.0008088382,0.001817803,-0.01070669,0.0
1.5,0.8229547,9.399317,2.499317,0.002263648,-0.004779183,-0.01668738,0.0
1.52,0.8281815,9.392424,2.4979545,-0.0012570709999999998,-0.0206673865,-0.02157703,0.0
1.525,0.8334083,9.385531,2.496592,-0.00477779,-0.03655559,-0.02646668,0.0
1.55,0.7436458,9.398177,2.53,-0.003729909,-0.05834702,-0.03910086,0.0
1.575,0.65,9.413137,2.577614,-0.00619778,-0.05888889,-0.04859667,0.0
1.6,0.642878,9.435129,2.594502,-0.01111111,-0.06031446,-0.04878407,0.0
1.62,0.5964389999999999,9.4139275,2.57013,-0.0088332885,-0.06293501,-0.0456976,0.0
1.625,0.55,9.392726,2.545758,-0.006555467,-0.06555556,-0.04261113,0.0
1.65,0.5295871,9.409449,2.619862,-0.001898137,-0.06486883,-0.04222222,0.0
1.675,0.3669712,9.388939,2.646212,-0.0001971565,-0.05032248,-0.03790311,0.0
1.7,0.2414442,9.481689,2.578311,-0.007196339,-0.02854243,-0.02250897,0.0
1.72,0.39326205,9.4094275,2.52826,-0.0011548575000000002,0.005398565000000001,-0.01158611935,0.0
1.725,0.5450799,9.337166,2.478209,0.004886624,0.03933956,-0.0006632687,0.0
1.75,0.8259167,9.36801,2.444031,0.001111111,0.03728428,0.00185195,0.0
1.775,0.6957143,9.41033,2.524615,-0.006312912,-0.03893391,-0.01818138,0.0
1.8,0.4112524,9.433439,2.624374,-0.007572039,-0.04246917,-0.02403297,0.0
1.82,0.47435004999999997,9.422798499999999,2.5952265,-0.0073409445,-0.0240060575,-0.01879237,0.0
1.825,0.5374477,9.412158,2.566079,-0.00710985,-0.005542945,-0.01355177,0.0
1.85,0.6293708,9.435315,2.549371,-0.003105959,0.01176747,-0.006211918,0.0
1.875,0.5723057,9.377435,2.53,0.002222222,-0.002453108,-0.00937951,0.0
1.9,0.5861712,9.382553,2.526171,-0.005861271,-0.003838921,-0.01495003,0.0
1.92,0.55022335,9.39345,2.500912,-0.004546759500000001,-0.003929569,-0.010545691999999999,0.0
1.925,0.5142755,9.404347,2.475653,-0.003232248,-0.004020217,-0.006141354,0.0
1.95,0.4613874,9.400462,2.57,-0.002222222,-0.003524142,-9.540436e-05,0.0
1.975,0.5170383,9.403827,2.570865,0.000830937,0.01223181,0.003053159,0.0
2.0,0.5769299,9.42693,2.556535,-0.003453779,0.01123833,0.005676001,0.0
2.02,0.5066173,9.425343999999999,2.5463885,-0.002507481,0.008396943,0.00639637,0.0
2.025,0.4363047,9.423758,2.536242,-0.001561183,0.005555556,0.007116739,0.0
2.05,0.4134091,9.413182,2.563182,-0.0004757403,0.01778093,0.01563695,0.0
2.075,0.5576775,9.42023,2.565816,0.005304396,0.03810128,0.0246956,0.0
2.1,0.63,9.403852,2.59,-0.002222222,0.03571204,0.02768232,0.0
2.12,0.576669,9.403038500000001,2.5583345,-0.002290602,0.02417511,0.02613176,0.0
2.125,0.523338,9.402225,2.526669,-0.002358982,0.01263818,0.0245812,0.0
2.15,0.5214691,9.38,2.51,-0.0004535941,0.01868497,0.02712026,0.0
2.175,0.7131824,9.4,2.493409,-0.001225824,0.02915766,0.03233694,0.0
2.2,0.6864135,9.352391,2.541195,-0.003371871,0.01212588,0.02775851,0.0
2.22,0.58408085,9.3970695,2.5714715000000004,-0.003151148,0.003944557,0.02554592,0.0
2.225,0.4817482,9.441748,2.601748,-0.002930425,-0.004236766,0.02333333,0.0
2.25,0.47,9.406214,2.59,-0.003888978,0.01099977,0.02977767,0.0
2.275,0.6876918,9.378322,2.508671,0.0,0.04198101,0.04265717,0.0
2.3,0.8286478,9.380918,2.499082,-0.001438471,0.03661314,0.03513692,0.0
2.32,0.7617484000000001,9.418273,2.5163375,-0.0047069395,0.0180408659,0.027043645,0.0
2.325,0.694849,9.455628,2.533593,-0.007975408,-0.0005314082,0.01895037,0.0
2.35,0.5853167,9.380633,2.50595,-0.007481735,-0.005778537,0.01599962,0.0
2.375,0.7142393,9.424848,2.529696,-0.003869137,0.01779358,0.02334123,0.0
2.4,0.7874337,9.390472,2.532094,-0.002409259,0.01830031,0.01657315,0.0
2.42,0.7649675,9.400861500000001,2.5332345,-0.0082338095,0.0058639715000000005,0.010146285,0.0
2.425,0.7425013,9.411251,2.534375,-0.01405836,-0.006572367,0.00371942,0.0
2.45,0.6414178,9.378582,2.55,-0.009428615,-0.003301675,0.001619179,0.0
2.475,0.704197,9.383686,2.527372,-0.006721842,0.00596271,0.002277398,0.0
2.5,0.76,9.416292,2.525167,-0.008845289,0.007084951,-0.0008801689,0.0
2.52,0.7073397,9.411816,2.5339135,-0.0099781995,-0.0017652595000000005,-0.005357477949999999,0.0
2.525,0.6546794,9.40734,2.54266,-0.01111111,-0.01061547,-0.009834787,0.0
2.55,0.5787033,9.375648,2.59,-0.005555556,-0.01386943,-0.009974061,0.0
2.575,0.5779545,9.406534,2.545511,-0.009264438,0.006620057,-0.001111111,0.0
2.6,0.6570269,9.39,2.572587,-0.01138585,0.01388282,0.002222222,0.0
2.62,0.6438916,9.379622000000001,2.5889825,-0.0081141705,0.0055567954999999995,-0.0005140410000000002,0.0
2.625,0.6307563,9.369244,2.605378,-0.004842491,-0.002769229,-0.003250304,0.0
2.65,0.5971442,9.381428,2.581428,-0.005000854,-0.01166411,-0.001665813,0.0
2.675,0.44,9.457667,2.542084,-0.003412613,-0.004907307,0.006970971,0.0
2.7,0.5305998,9.401377,2.605329,-0.0005005719,0.01603185,0.01444444,0.0
2.72,0.6418819,9.3887395,2.5680315,-0.00239486745,0.021504540000000003,0.015142164999999999,0.0
2.725,0.753164,9.376102,2.530734,-0.004289163,0.02697723,0.01583989,0.0
2.75,0.719858,9.422394,2.557606,-0.00558647,0.002947805,0.01225314,0.0
2.775,0.6556721,9.414033,2.60164,0.005158828,-0.00186503,0.01037696,0.0
2.8,0.6581648,9.39367,2.66633,0.003846393,-0.0006830433,0.01222222,0.0
2.82,0.6724774,9.4124625,2.6009325,0.0034023585,0.00280430685,0.01111111,0.0
2.825,0.68679,9.431255,2.535535,0.002958324,0.006291657,0.01,0.0
2.85,0.6988311,9.428571,2.528831,0.003333333,0.01142358,0.009101084,0.0
2.875,0.7,9.399491,2.533503,0.009349091,-0.006587877,0.007317575,0.0
2.9,0.6380576,9.408058,2.618058,0.01004539,-0.01641721,0.005102032,0.0
2.92,0.6221689,9.409729500000001,2.5915895,0.009446223,-0.010955008,0.003934676,0.0
2.925,0.6062802,9.411401,2.565121,0.008847056,-0.005492806,0.00276732,0.0
2.95,0.6319444,9.451944,2.526111,0.009009176,0.005555556,0.007405506,0.0
2.975,0.7560113,9.388034,2.45,0.009305225,0.004720239,0.004998678,0.0
3.0,0.7415047,9.386991,2.424514,0.007777778,-0.003333333,0.000712152,0.0
3.02,0.7258100000000001,9.380981,2.4572279999999997,0.005730164,-0.007309526500000001,-0.0017100625,0.0
3.025,0.7101153,9.374971,2.489942,0.00368255,-0.01128572,-0.004132277,0.0
3.05,0.6913186,9.411319,2.494341,-0.00512533,-0.01759821,-0.004695104,0.0
3.075,0.5751244,9.413193,2.460841,-0.01006702,-0.01562258,-0.01068007,0.0
3.1,0.5846233,9.423091,2.482312,-0.006799455,-0.008763135,-0.003466121,0.0
3.12,0.6924049,9.383719,2.511436,-0.0036243365000000003,0.0007602175000000003,-0.00199311535,0.0
3.125,0.8001865,9.344347,2.54056,-0.000449218,0.01028357,-0.0005201097,0.0
3.15,0.812967,9.331099,2.54,-0.01137119,-0.007186829,-0.01283703,0.0
3.175,0.664563,9.444854,2.525437,-0.01383699,-0.01525183,-0.01919262,0.0
3.2,0.6246441,9.397322,2.525356,-0.008248401,-0.007077138,-0.01847842,0.0
3.22,0.63660775,9.403661,2.545535,-0.006651270000000001,-0.0021767495,-0.017071125,0.0
3.225,0.6485714,9.41,2.565714,-0.005054139,0.002723639,-0.01566383,0.0
3.25,0.6745964,9.413447,2.528851,-0.007448579,0.005555556,-0.0156461,0.0
3.275,0.6455774,9.433673,2.480885,-0.01171343,-0.01233634,-0.02222222,0.0
3.3,0.5466096,9.426438,2.52661,-0.00228348,-0.02144064,-0.01783904,0.0
3.32,0.561558,9.383219,2.5219555,-0.00156837975,-0.013252549,-0.0129373245,0.0
3.325,0.5765064,9.34,2.517301,-0.0008532795,-0.005064458,-0.008035609,0.0
3.35,0.6423371,9.477208,2.509286,-0.01165816,8.267154e-05,-0.001857521,0.0
