Timestamp,X_a,Y_a,Z_a,X_g,Y_g,Z_g,Activity
0.02,-0.49398495,9.5442735,1.5889915000000001,0.0114203365,0.1493549,0.062427235,0.0
0.025,-0.1872048,9.633602,1.567764,0.009522833,0.1435582,0.06190183,0.0
0.05,-0.1968238,9.497246,1.431017,0.01338698,0.0418085,0.03346745,0.0
0.075,-0.7655124,9.55,1.534872,0.007346054,-0.07306672,0.01205711,0.0
0.1,-1.1,9.566358,1.443642,0.009475057,-0.04980728,0.008643986,0.0
0.12,-0.9538361500000001,9.530562499999998,1.431821,0.010792873500000001,0.001769365000000002,0.019545057999999997,0.0
0.125,-0.8076723,9.494767,1.42,0.01211069,0.05334601,0.03044613,0.0
0.15,-0.57,9.593398,1.555822,0.004551463,0.1048395,0.03827982,0.0
0.175,-0.4122072,9.433378,1.47545,0.01653655,0.09525195,0.02995663,0.0
0.2,-0.4217203,9.55914,1.55828,0.004146127,0.05568956,0.01658451,0.0
0.22,-0.46445179999999997,9.5448615,1.536454,0.0013080970000000003,0.024220737,0.0090892495,0.0
0.225,-0.5071833,9.530583,1.514628,-0.001529933,-0.007248086,0.001593989,0.0
0.25,-0.7326685,9.547001,1.448666,0.0001281104,-0.04949803,-0.008151638,0.0
0.275,-0.9358239,9.425824,1.503589,-0.0007486749,-0.03780158,-0.00346208,0.0
0.3,-0.881641,9.548359,1.50709,-0.001752631,-0.003836266,0.003379529,0.0
0.32,-0.7562745,9.536815,1.51509,-0.0006907869,0.010117532,0.009652039500000001,0.0
0.325,-0.630908,9.525271,1.52309,0.0003710572,0.02407133,0.01592455,0.0
0.35,-0.6789118,9.514315,1.535403,-0.006298352,0.01221605,0.01555556,0.0
0.375,-0.8292547,9.557686,1.573059,-0.00287049,0.001648124,0.01498146,0.0
0.4,-0.8408113,9.516795,1.525598,0.0,0.01892065,0.02251324,0.0
0.42,-0.66428,9.5383975,1.5197859999999999,-0.000925524,0.037816555,0.027136350000000004,0.0
0.425,-0.4877487,9.56,1.513974,-0.001851048,0.05671246,0.03175946,0.0
0.45,-0.4390598,9.5349,1.53396,-0.004204708,0.03189491,0.03321346,0.0
0.475,-0.6104477,9.640858,1.48653,-0.001636845,-0.01870996,0.02105147,0.0
0.5,-0.7680132,9.463974,1.593974,0.009368415,-0.02440059,0.02043567,0.0
0.52,-0.710145,9.5152795,1.611987,0.0038765535,-0.012639143299999999,0.0238873,0.0
0.525,-0.6522768,9.566585,1.63,-0.001615308,-0.0008776966,0.02733893,0.0
0.55,-0.4314496,9.557518,1.56,-0.0001453988,0.01792318,0.02986502,0.0
0.575,-0.4665317,9.535646,1.564354,0.009957643,-0.006225701,0.01706528,0.0
0.6,-0.5255484,9.565123,1.583781,0.01308881,-0.02378521,0.009377936,0.0
0.62,-0.49513905,9.587291,1.5745255,0.0103702765,-0.02566706,0.007340711,0.0
0.625,-0.4647297,9.609459,1.56527,0.007651743,-0.02754891,0.005303486,0.0
0.65,-0.591145,9.560626,1.540572,0.01077066,-0.04078861,-0.002992881,0.0
0.675,-0.5714625,9.545613,1.487312,0.01038414,-0.0334019,-0.003854605,0.0
0.7,-0.5547849,9.492734,1.508633,0.01824621,-0.02819188,-0.00906314,0.0
0.72,-0.5531499,9.525912,1.4878015,0.015789769999999998,-0.02408639,-0.012029185000000001,0.0
0.725,-0.5515149,9.55909,1.46697,0.01333333,-0.0199809,-0.01499523,0.0
0.75,-0.4828868,9.543299,1.378557,0.01020197,-0.0157069,-0.01666667,0.0
0.775,-0.6351143,9.540033,1.395082,0.003943561,-0.03655732,-0.02333333,0.0
0.8,-0.7815797,9.554158,1.495052,-0.001807571,-0.04195654,-0.02555556,0.0
0.82,-0.7886060500000001,9.5236095,1.51122,-0.001592802,-0.0196219475,-0.022184975000000003,0.0
0.825,-0.7956324,9.493061,1.527388,-0.001378033,0.002712645,-0.01881439,0.0
0.85,-0.4787655,9.55653,1.48,-0.004139337,0.02668828,-0.010806,0.0
0.875,-0.4686624,9.576815,1.468217,-0.004723047,-0.01875784,-0.0197247,0.0
0.9,-0.6886859,9.524592,1.598852,-0.004075187,-0.04814536,-0.03184963,0.0
0.92,-0.71124085,9.562588,1.582236,-0.002593149,-0.036369269999999995,-0.032202705,0.0
0.925,-0.7337958,9.600584,1.56562,-0.001111111,-0.02459318,-0.03255578,0.0
0.95,-0.5531235,9.574373,1.520624,-0.001768793,0.005600481,-0.02444444,0.0
0.975,-0.4981514,9.526521,1.45163,0.001763528,-0.01797817,-0.02882431,0.0
1.0,-0.696858,9.537674,1.568489,0.0009024985,-0.04293879,-0.03759185,0.0
1.02,-0.73796365,9.515861000000001,1.542686,-0.00101041475,-0.038633395,-0.038503590000000004,0.0
1.025,-0.7790693,9.494048,1.516883,-0.002923328,-0.034328,-0.03941533,0.0
1.05,-0.7566573,9.559986,1.466685,0.0004962118,-0.02240562,-0.03481124,0.0
1.075,-0.7193155,9.520684,1.534144,0.006290346,-0.007618002,-0.03067802,0.0
1.1,-0.6450753,9.545015,1.48003,-0.00225904,0.004481262,-0.02666667,0.0
1.12,-0.6822305,9.5318155,1.468631,0.0007267620000000002,-0.008365304,-0.027512595,0.0
1.125,-0.7193857,9.518616,1.457232,0.003712564,-0.02121187,-0.02835852,0.0
1.15,-0.91,9.550165,1.559917,0.0006016926,-0.02583238,-0.02685121,0.0
1.175,-0.8477056,9.52,1.539426,0.003422821,0.008587625,-0.009430273,0.0
1.2,-0.735044,9.539912,1.530264,0.007246917,0.02048147,-0.002802472,0.0
1.22,-0.6966241,9.508547499999999,1.5388465,0.0074029939999999995,0.011465594,-0.0061781349999999995,0.0
