Timestamp,X_a,Y_a,Z_a,X_g,Y_g,Z_g,Activity
0.02,1.258187,9.1139465,3.693776,0.03796166,-0.012594942999999999,-0.0001789210000000003,0.0
0.025,1.272543,9.057801,3.673814,0.04322319,-0.02216715,0.005830918,0.0
0.05,1.252333,8.916331,3.667667,0.04111111,-0.0237097,0.0137097,0.0
0.075,1.156593,9.018938,3.684469,0.0468235,-0.01980915,0.01222222,0.0
0.1,1.191727,9.004137,3.66,0.04972041,-0.01888647,0.01055677,0.0
0.12,1.237076,9.0988115,3.683106,0.05101394,-0.017208225,0.010838205,0.0
0.125,1.282425,9.193486,3.706212,0.05230747,-0.01552998,0.01111964,0.0
0.15,1.360875,9.361825,3.675475,0.06519919,-0.01408808,0.01222222,0.0
0.175,1.394742,8.975566,3.58,0.07411736,-0.01698028,0.01428764,0.0
0.2,1.322498,8.769704,3.524265,0.07284535,-0.03570069,0.01263764,0.0
0.22,1.281901,8.864199,3.5288715,0.065311565,-0.03388709,0.0101581315,0.0
0.225,1.241304,8.958694,3.533478,0.05777778,-0.03207349,0.007678623,0.0
0.25,1.26,8.976562,3.557813,0.0571647,-0.02950197,0.003716325,0.0
0.275,1.339928,9.069856,3.559928,0.05869337,-0.02161183,-0.002222222,0.0
0.3,1.337615,8.996193,3.539205,0.06587163,-0.02539268,-0.004128367,0.0
0.32,1.423411,8.8199905,3.463699,0.05617661,-0.023899990000000003,-0.008730848499999999,0.0
0.325,1.509207,8.643788,3.388193,0.04648159,-0.0224073,-0.01333333,0.0
0.35,1.472086,8.558839,3.34372,0.02994176,-0.03705782,-0.006720779,0.0
0.375,1.07601,8.692656,3.515324,-0.002306709,-0.04103941,-0.002898117,0.0
0.4,1.065663,8.906927,3.547831,-0.007960412,-0.01463626,-0.01573819,0.0
0.42,1.1718655,9.132811,3.540848,-0.010386476,-0.0022226999999999993,-0.019796155,0.0
0.425,1.278068,9.358695,3.533865,-0.01281254,0.01019086,-0.02385412,0.0
0.45,1.184991,9.465003,3.561666,-0.003201758,-0.007204671,-0.01028655,0.0
0.475,1.098033,9.2377,3.53,0.02785543,-0.002911196,0.004358323,0.0
0.5,1.25801,8.815283,3.448696,0.02366005,0.01091537,0.004607801,0.0
0.52,1.273976,8.6387765,3.448299,0.0128138245,0.00528696825,0.0045261225,0.0
0.525,1.289942,8.46227,3.447902,0.001967599,-0.0003414335,0.004444444,0.0
0.55,1.223329,8.947904,3.565832,-0.009923223,-0.01245255,0.003927278,0.0
