Timestamp,X_a,Y_a,Z_a,X_g,Y_g,Z_g,Activity
0.02,1.1206369999999999,9.382031000000001,2.597024,0.0017829179999999999,-0.010909577,-0.00658741,0.0
0.025,1.12063,9.36874,2.60937,0.001343614,-0.01204112,-0.005323053,0.0
0.05,0.97,9.397011,2.59,0.002832625,-0.0139747,0.0,0.0
0.075,1.104185,9.392907,2.607093,0.002090376,0.003465179,0.005357787,0.0
0.1,1.13071,9.37,2.572559,0.003268156,-0.003268156,0.006666667,0.0
0.12,1.1456575,9.369697500000001,2.5768845000000002,0.0036356115,-0.004191167,0.0056697335,0.0
0.125,1.160605,9.369395,2.58121,0.004003067,-0.005114178,0.0046728,0.0
0.15,1.148894,9.374071,2.564071,-0.0001487803,-0.01062995,0.005796138,0.0
0.175,1.222297,9.36295,2.595901,0.0004999952,0.0113889,0.0,0.0
0.2,1.22165,9.367294,2.570825,0.002311652,-0.005504079,0.0,0.0
0.22,1.219828,9.3743115,2.5614095,0.002062162,-0.0051790365,-0.0020174475,0.0
0.225,1.218006,9.381329,2.551994,0.001812672,-0.004853994,-0.004034895,0.0
0.25,1.140702,9.357324,2.571973,0.001646075,-0.0131001,-0.009615902,0.0
0.275,1.151936,9.403979,2.603011,0.003333333,0.001333551,-0.01426671,0.0
0.3,1.11898,9.382373,2.58,0.002586881,-0.001510042,-0.01147577,0.0
0.32,1.103669,9.361186499999999,2.6093845,0.005383443,-0.0018780785,-0.01074983,0.0
0.325,1.088358,9.34,2.638769,0.008180005,-0.002246115,-0.01002389,0.0
0.35,1.255844,9.424337,2.577169,0.002450967,0.002145974,-0.006742915,0.0
0.375,1.024538,9.379216,2.524062,0.005757082,-0.01979847,-0.007727396,0.0
0.4,1.075889,9.418972,2.523083,0.003598524,-0.00351964,-0.009311849,0.0
0.42,1.0978085000000002,9.362706,2.5331855,0.0035027879999999997,-0.006314842500000001,-0.008717711999999999,0.0
0.425,1.119728,9.30644,2.543288,0.003407052,-0.009110045,-0.008123575,0.0
0.45,0.6345379,9.490073,2.491747,-0.0042741,-0.01358885,-0.002648084,0.0
0.475,0.3975735,9.567574,2.535206,0.03509946,0.09399722,0.03494742,0.0
0.5,0.4810077,9.312351,2.582351,0.05491437,0.1533376,0.07410616,0.0
0.52,0.41679,9.217675499999999,2.475819,0.041219755,0.16832285,0.10899763,0.0
0.525,0.3525723,9.123,2.369287,0.02752514,0.1833081,0.1438891,0.0
0.55,-0.1694317,8.960753,2.417358,-0.04286518,0.2171402,0.18338,0.0
0.575,-0.1400504,9.317157,2.380648,-0.1464379,0.545823,0.2504705,0.0
