Timestamp,X_a,Y_a,Z_a,X_g,Y_g,Z_g,Activity
0.02,2.5240954999999996,9.210681000000001,2.3174905,0.002592409,-0.023551880000000004,-0.007005931,0.0
0.025,2.428943,9.202114,2.314229,0.002222222,-0.0368544,-0.00808557,0.0
0.05,2.401489,9.185745,2.362553,-0.002070928,-0.03919148,-0.005706849,0.0
0.075,2.503912,9.166087,2.344348,-0.001651463,-0.01355399,0.00314308,0.0
0.1,2.572421,9.216369,2.373949,0.003861384,-0.02954483,-0.001402641,0.0
0.12,2.5091295000000002,9.1961035,2.3690555,0.0003077879999999998,-0.037169685,-0.0061693505,0.0
0.125,2.445838,9.175838,2.364162,-0.003245808,-0.04479454,-0.01093606,0.0
0.15,2.42089,9.170445,2.379555,-0.004444444,-0.04430159,-0.01304762,0.0
0.175,2.371147,9.159115,2.390885,0.001907596,-0.02488663,-0.001887758,0.0
0.2,2.255111,9.208722,2.303612,-0.002725125,-0.01601171,0.0009590589,0.0
0.22,2.34992,9.214414999999999,2.3080695,0.0028943499999999995,0.0009885150000000023,0.00751421945,0.0
0.225,2.444729,9.220108,2.312527,0.008513825,0.01798874,0.01406938,0.0
0.25,2.45127,9.15127,2.339365,0.005952137,0.007420513,0.01531738,0.0
0.275,2.526279,9.19797,2.291353,0.005005219,0.01084638,0.01304773,0.0
0.3,2.457088,9.194609,2.284043,0.0009795666,-0.0072516,0.005950189,0.0
0.32,2.431825,9.1686065,2.30723,0.0004897833,0.00650451,0.0082971245,0.0
0.325,2.406562,9.142604,2.330417,0.0,0.02026062,0.01064406,0.0
0.35,2.604918,9.17,2.312541,0.001984701,0.01996577,0.008413846,0.0
0.375,2.390794,9.170794,2.4,-0.004444444,-0.003120467,0.001922807,0.0
0.4,2.536196,9.134957,2.297435,-0.004357582,0.0134202,-0.002638434,0.0
0.42,2.4961884999999997,9.1648605,2.3347905,-0.0057782805,0.0046687525,-0.0068747719999999995,0.0
0.425,2.456181,9.194764,2.372146,-0.007198979,-0.004082695,-0.01111111,0.0
0.45,2.51,9.24,2.350935,0.003866473,-0.009755846,-0.008599903,0.0
0.475,2.48807,9.19807,2.389357,0.002222222,-0.03329827,-0.006988268,0.0
0.5,2.391412,9.197176,2.305764,-0.004261877,-0.05642324,-0.009939144,0.0
0.52,2.3385615,9.1843045,2.3307425,-0.0021714758099999998,-0.052858749999999996,-0.00838398,0.0
0.525,2.285711,9.171433,2.355721,-8.107462e-05,-0.04929426,-0.006828816,0.0
0.55,2.49922,9.17078,2.30026,-0.0005400606,-0.01980965,-0.001491811,0.0
0.575,2.345539,9.226591,2.386591,-0.003462395,-0.03337741,-0.00495751,0.0
0.6,2.376083,9.196083,2.362166,0.002143893,-0.01649551,-0.002143893,0.0
0.62,2.4167395000000003,9.156808999999999,2.3448505,0.00044238549999999995,-0.0104329745,-0.0026646075,0.0
0.625,2.457396,9.117535,2.327535,-0.001259122,-0.004370439,-0.003185322,0.0
0.65,2.35308,9.20692,2.338845,-0.002918263,-0.004167731,-0.001668795,0.0
0.675,2.34765,9.171567,2.32,0.001719453,0.01211665,0.005555556,0.0
0.7,2.52536,9.19732,2.36526,-0.0009995514,0.02388665,0.005667115,0.0
0.72,2.5664035,9.195522,2.336584,-0.0022078052000000003,0.020873575,0.003471839,0.0
0.725,2.607447,9.193724,2.307908,-0.003416059,0.0178605,0.001276563,0.0
0.75,2.46,9.170022,2.370011,0.001995682,-0.003786414,0.0002265403,0.0
0.775,2.41376,9.17564,2.30752,-0.0009315596,-0.01422898,0.002258133,0.0
0.8,2.45337,9.168674,2.277348,0.001111111,-0.00857526,0.003176519,0.0
0.82,2.4360535,9.1738635,2.298358,-0.0009879930000000002,0.0008347249999999997,0.0025139315000000002,0.0
0.825,2.418737,9.179053,2.319368,-0.003087097,0.01024471,0.001851344,0.0
0.85,2.485202,9.218401,2.382004,0.0008296877,0.01763707,0.007214931,0.0
0.875,2.470378,9.141513,2.380378,0.001303515,-0.00330689,-0.000796061,0.0
0.9,2.413703,9.142344,2.344938,0.004304807,-0.01277479,-0.009162178,0.0
0.92,2.466597,9.191172,2.3468324999999997,0.002959505,-0.020853379999999998,-0.009633553999999999,0.0
0.925,2.519491,9.24,2.348727,0.001614203,-0.02893197,-0.01010493,0.0
0.95,2.350219,9.180183,2.320073,0.002374519,-0.04069925,-0.009543109,0.0
0.975,2.347693,9.169539,2.389077,0.004175081,0.0003703373,0.001144769,0.0
1.0,2.496514,9.183853,2.278073,0.003781048,-0.005681694,-0.0008424821,0.0
1.02,2.4324335,9.200882499999999,2.2850805000000003,0.0030221845,-0.0067913850000000005,-0.00044179068,0.0
1.025,2.368353,9.217912,2.292088,0.002263321,-0.007901076,-4.109926e-05,0.0
1.05,2.498859,9.170456,2.280228,0.003745991,0.01041266,0.003566151,0.0
1.075,2.420355,9.190089,2.349911,-0.003333333,-0.004571756,0.001848961,0.0
1.1,2.420857,9.138429,2.303714,-0.002222222,0.01517912,-0.00217203,0.0
1.12,2.511801,9.1859435,2.2966875,-0.004880919500000001,0.002331705,-0.004951088,0.0
1.125,2.602745,9.233458,2.289661,-0.007539617,-0.01051571,-0.007730146,0.0
1.15,2.272782,9.179768,2.29,-0.00492354,-0.01767082,-0.002222222,0.0
1.175,2.498361,9.159454,2.338634,-0.008588524,0.01978998,-0.007537646,0.0
1.2,2.419206,9.15873,2.404762,-0.007794689,0.01767631,-0.01335024,0.0
1.22,2.4945705,9.1968705,2.3961335,-0.007780561,0.0072452275,-0.015529975,0.0
1.225,2.569935,9.235011,2.387505,-0.007766433,-0.003185855,-0.01770971,0.0
1.25,2.431042,9.169306,2.387917,-0.003333333,-0.007869417,-0.0304181,0.0
1.275,2.44008,9.19,2.389879,-0.004254564,0.01073135,-0.03704643,0.0
1.3,2.552613,9.175942,2.327971,-0.002222222,0.04013601,-0.03451245,0.0
1.32,2.9032850000000003,9.242464,2.3302329999999998,-0.0026616215,0.024823961999999998,-0.043315124999999996,0.0
1.325,3.253957,9.308986,2.332495,-0.003101021,0.009511914,-0.0521178,0.0
1.35,3.62976,9.369512,2.249512,-0.01089169,-0.1139838,-0.09231403,0.0
1.375,2.743118,9.150767,2.333837,-0.01223636,-0.2416172,-0.1449647,0.0
1.4,2.644123,9.201449,2.447632,-0.01338571,-0.2425627,-0.1621175,0.0
1.42,2.7252704999999997,9.118783,2.4423975,-0.011069379,-0.21673504999999998,-0.1820558,0.0
1.425,2.806418,9.036117,2.437163,-0.008753048,-0.1909074,-0.2019941,0.0
1.45,3.816488,9.188829,2.325585,-0.003882096,-0.2332518,-0.2443021,0.0
1.475,3.64226,9.26,2.349171,-0.01679266,-0.4683924,-0.3141657,0.0
1.5,2.279099,9.316888,2.228219,-0.01555556,-0.5878614,-0.3440888,0.0
1.52,1.8292515,9.200109000000001,2.2202865000000003,-0.013137815,-0.5494403999999999,-0.36053415,0.0
1.525,1.379404,9.08333,2.212354,-0.01072007,-0.5110194,-0.3769795,0.0
